Итерация	Выходные_значения (разделены пробелами)
2872	0.02548143962234546 0.02548143962234546
2873	0.02376181530077765 0.02376181530077765
2874	0.028014896209267122 0.028014896209267122
2875	0.03569326801445585 0.03569326801445585
2876	0.03519879838763737 0.03519879838763737
2877	0.013296999854216871 0.013296999854216871
2878	0.020103855997797973 0.020103855997797973
2879	0.01213262941898796 0.01213262941898796
2880	0.019540828749557933 0.019540828749557933
2881	1.0047174861617407 1.0047174861617407
2882	0.017988626537754137 0.017988626537754137
2883	1.0182643666565412 1.0182643666565412
2884	0.011488754652925792 0.011488754652925792
2885	0.02226518455597096 0.02226518455597096
2886	0.0102922358481889 0.0102922358481889
2887	0.008923682858685326 0.008923682858685326
2888	0.013767192193902402 0.013767192193902402
2889	1.0113645563446356 1.0113645563446356
2890	0.005502865509739634 0.005502865509739634
2891	0.0029379201893727147 0.0029379201893727147
2892	1.0108523150525066 1.0108523150525066
2893	1.0025937930205602 1.0025937930205602
2894	0.003086258202834437 0.003086258202834437
2895	0.002175907699651254 0.002175907699651254
2896	0.0036447700909897924 0.0036447700909897924
2897	0.004377374251809786 0.004377374251809786
2898	0.004070496376456399 0.004070496376456399
2899	0.00477714521544454 0.00477714521544454
2900	0.005003485699119341 0.005003485699119341
2901	0.00736556500644745 0.00736556500644745
2902	0.00677390140327463 0.00677390140327463
2903	0.0035883468066800783 0.0035883468066800783
2904	0.003268053935876464 0.003268053935876464
2905	0.001783482193128535 0.001783482193128535
2906	0.004115624769842783 0.004115624769842783
2907	0.002886023740170717 0.002886023740170717
2908	0.0061219077151664116 0.0061219077151664116
2909	0.008814908571285708 0.008814908571285708
2910	0.016398891503690977 0.016398891503690977
2911	0.007482807323125835 0.007482807323125835
2912	0.010553717496567125 0.010553717496567125
2913	0.00850416908042802 0.00850416908042802
2914	0.004057632524004414 0.004057632524004414
2915	0.00736105085141976 0.00736105085141976
2916	0.006015224364195613 0.006015224364195613
2917	0.002710553851299388 0.002710553851299388
2918	1.0016818548931947 1.0016818548931947
2919	1.0015995709915988 1.0015995709915988
2920	0.006368306713851527 0.006368306713851527
2921	0.003823815475862917 0.003823815475862917
2922	0.0077237196799237575 0.0077237196799237575
2923	0.004169770434452275 0.004169770434452275
2924	0.004133513434176249 0.004133513434176249
2925	1.0009186005583264 1.0009186005583264
2926	0.003184261090692986 0.003184261090692986
2927	0.007952706269272301 0.007952706269272301
2928	1.0125868396867184 1.0125868396867184
2929	0.009093332767993248 0.009093332767993248
2930	1.0047122844041627 1.0047122844041627
2931	0.019143921313705892 0.019143921313705892
2932	0.010261430708451258 0.010261430708451258
2933	0.01187963648962314 0.01187963648962314
2934	1.011670834555884 1.011670834555884
2935	0.007994774728382236 0.007994774728382236
2936	0.009805669227308075 0.009805669227308075
2937	0.012166516760242718 0.012166516760242718
2938	0.018896919262750462 0.018896919262750462
2939	1.0087120248362715 1.0087120248362715
2940	0.008696322325003903 0.008696322325003903
2941	0.012401362046431868 0.012401362046431868
2942	1.0156933105711168 1.0156933105711168
2943	0.012152886037242901 0.012152886037242901
2944	0.017416877120174992 0.017416877120174992
2945	0.014253174707634982 0.014253174707634982
2946	0.005202134847437191 0.005202134847437191
2947	0.002586296026164831 0.002586296026164831
2948	0.0037217175187307158 0.0037217175187307158
2949	0.004869102373048931 0.004869102373048931
2950	0.0008881372098916787 0.0008881372098916787
2951	0.0018520967996994249 0.0018520967996994249
2952	1.0048632044864256 1.0048632044864256
2953	0.0002891581763830487 0.0002891581763830487
2954	1.001496513906906 1.001496513906906
2955	0.0034338728303199813 0.0034338728303199813
2956	0.0027857520605529392 0.0027857520605529392
2957	0.0018872069855239253 0.0018872069855239253
2958	0.002746687642169454 0.002746687642169454
2959	0.013907516114156727 0.013907516114156727
2960	0.003988317000598402 0.003988317000598402
2961	0.01646703289438977 0.01646703289438977
2962	0.012961063695714113 0.012961063695714113
2963	1.0021321842208657 1.0021321842208657
2964	1.0081901225997734 1.0081901225997734
2965	0.007646774511835196 0.007646774511835196
2966	0.009976673125848394 0.009976673125848394
2967	0.011142260607032467 0.011142260607032467
2968	0.014788041648799016 0.014788041648799016
2969	0.017154678664687294 0.017154678664687294
2970	0.0062572995347060624 0.0062572995347060624
2971	0.011083957147442532 0.011083957147442532
2972	2.0008299291133653 2.0008299291133653
2973	0.0017065014908747398 0.0017065014908747398
2974	0.0029569234288163377 0.0029569234288163377
2975	0.0012485981486796275 0.0012485981486796275
2976	1.0016564573135835 1.0016564573135835
2977	1.00621171672892 1.00621171672892
2978	0.0012356063868831217 0.0012356063868831217
2979	0.007428579960375338 0.007428579960375338
2980	1.015619794119329 1.015619794119329
2981	0.005553559921253087 0.005553559921253087
2982	1.0050179359865465 1.0050179359865465
2983	1.0055605716719807 1.0055605716719807
2984	0.005822779050719713 0.005822779050719713
2985	0.006879189299100412 0.006879189299100412
2986	0.00907176846878608 0.00907176846878608
2987	0.001466579298206165 0.001466579298206165
2988	0.0037764749967414066 0.0037764749967414066
2989	1.001251597760603 1.001251597760603
2990	1.0005306062986243 1.0005306062986243
2991	0.003155432910923175 0.003155432910923175
2992	1.0029671146923498 1.0029671146923498
2993	1.0077552671167103 1.0077552671167103
2994	0.00860214662915235 0.00860214662915235
2995	0.007527082311727509 0.007527082311727509
2996	0.00786306084673612 0.00786306084673612
2997	0.007777894312097574 0.007777894312097574
2998	1.0043729584911831 1.0043729584911831
2999	0.009724135553098427 0.009724135553098427
